id	chrom	len	cumlen
scaffold_group001	VYXG01003129.1_RagTag	618	2918761
scaffold_group001	VYXG01017070.1_RagTag	613	2919374
scaffold_group001	VYXG01010337.1_RagTag	608	2919982
scaffold_group001	VYXG01000627.1_RagTag	606	2920588
scaffold_group001	ScTjWWh_292-HRSCAF-505_RagTag	598	2921186
scaffold_group001	VYXG01010013.1_RagTag	597	2921783
scaffold_group001	VYXG01012786.1_RagTag	589	2922372
scaffold_group001	VYXG01016989.1_RagTag	588	2922960
scaffold_group001	VYXG01011300.1_RagTag	580	2923540
scaffold_group001	VYXG01012814.1_RagTag	579	2924119
scaffold_group001	VYXG01008181.1_RagTag	572	2924691
scaffold_group001	VYXG01009410.1_RagTag	571	2925262
scaffold_group001	VYXG01012211.1_RagTag	564	2925826
scaffold_group001	VYXG01016931.1_RagTag	563	2926389
scaffold_group001	VYXG01002816.1_RagTag	557	2926946
scaffold_group001	VYXG01008070.1_RagTag	557	2927503
scaffold_group001	VYXG01001149.1_RagTag	553	2928056
scaffold_group001	VYXG01007119.1_RagTag	551	2928607
scaffold_group001	VYXG01010260.1_RagTag	547	2929154
scaffold_group001	VYXG01016868.1_RagTag	546	2929700
scaffold_group001	VYXG01002278.1_RagTag	540	2930240
scaffold_group001	VYXG01010635.1_RagTag	540	2930780
scaffold_group001	VYXG01016824.1_RagTag	535	2931315
scaffold_group001	VYXG01016820.1_RagTag	534	2931849
scaffold_group001	VYXG01008637.1_RagTag	528	2932377
scaffold_group001	VYXG01012834.1_RagTag	528	2932905
scaffold_group001	VYXG01005168.1_RagTag	523	2933428
scaffold_group001	VYXG01012810.1_RagTag	523	2933951
scaffold_group001	VYXG01012852.1_RagTag	518	2934469
scaffold_group001	VYXG01012733.1_RagTag	517	2934986
scaffold_group001	VYXG01012288.1_RagTag	513	2935499
scaffold_group001	VYXG01000466.1_RagTag	511	2936010
scaffold_group001	ScTjWWh_2241-HRSCAF-3551_RagTag	509	2936519
scaffold_group001	VYXG01006888.1_RagTag	508	2937027
scaffold_group001	VYXG01004890.1_RagTag	504	2937531
scaffold_group001	VYXG01002740.1_RagTag	503	2938034
scaffold_group001	VYXG01010689.1_RagTag	501	2938535
scaffold_group001	VYXG01006501.1_RagTag	497	2939032
scaffold_group001	VYXG01004257.1_RagTag	496	2939528
scaffold_group001	VYXG01016683.1_RagTag	494	2940022
scaffold_group001	VYXG01009182.1_RagTag	491	2940513
scaffold_group001	VYXG01002196.1_RagTag	490	2941003
scaffold_group001	VYXG01010911.1_RagTag	487	2941490
scaffold_group001	VYXG01016643.1_RagTag	485	2941975
scaffold_group001	VYXG01016639.1_RagTag	483	2942458
scaffold_group001	VYXG01005409.1_RagTag	480	2942938
scaffold_group001	VYXG01001950.1_RagTag	479	2943417
scaffold_group001	VYXG01016613.1_RagTag	478	2943895
scaffold_group001	VYXG01000954.1_RagTag	474	2944369
scaffold_group001	VYXG01005153.1_RagTag	474	2944843
scaffold_group001	VYXG01003582.1_RagTag	470	2945313
scaffold_group001	VYXG01012864.1_RagTag	470	2945783
scaffold_group001	VYXG01001699.1_RagTag	466	2946249
scaffold_group001	VYXG01007176.1_RagTag	466	2946715
scaffold_group001	VYXG01010842.1_RagTag	464	2947179
scaffold_group001	VYXG01001896.1_RagTag	461	2947640
scaffold_group001	VYXG01016532.1_RagTag	461	2948101
scaffold_group001	VYXG01016514.1_RagTag	457	2948558
scaffold_group001	VYXG01001448.1_RagTag	455	2949013
scaffold_group001	VYXG01011819.1_RagTag	455	2949468
scaffold_group001	VYXG01007042.1_RagTag	452	2949920
scaffold_group001	VYXG01000848.1_RagTag	450	2950370
scaffold_group001	VYXG01001521.1_RagTag	448	2950818
scaffold_group001	VYXG01007168.1_RagTag	447	2951265
scaffold_group001	VYXG01012342.1_RagTag	445	2951710
scaffold_group001	VYXG01005213.1_RagTag	443	2952153
scaffold_group001	VYXG01001770.1_RagTag	442	2952595
scaffold_group001	VYXG01003391.1_RagTag	439	2953034
scaffold_group001	VYXG01012390.1_RagTag	438	2953472
scaffold_group001	VYXG01004633.1_RagTag	434	2953906
scaffold_group001	VYXG01016382.1_RagTag	434	2954340
scaffold_group001	VYXG01011479.1_RagTag	431	2954771
scaffold_group001	VYXG01016351.1_RagTag	430	2955201
scaffold_group001	VYXG01011872.1_RagTag	427	2955628
scaffold_group001	VYXG01016330.1_RagTag	426	2956054
scaffold_group001	VYXG01010830.1_RagTag	423	2956477
scaffold_group001	VYXG01003073.1_RagTag	421	2956898
scaffold_group001	VYXG01011920.1_RagTag	419	2957317
scaffold_group001	VYXG01016282.1_RagTag	416	2957733
scaffold_group001	VYXG01016254.1_RagTag	414	2958147
scaffold_group001	VYXG01016246.1_RagTag	412	2958559
scaffold_group001	VYXG01005492.1_RagTag	408	2958967
scaffold_group001	VYXG01006807.1_RagTag	407	2959374
scaffold_group001	VYXG01016204.1_RagTag	405	2959779
scaffold_group001	VYXG01012184.1_RagTag	400	2960179
scaffold_group001	ScTjWWh_2079-HRSCAF-3280_RagTag	399	2960578
scaffold_group001	VYXG01016133.1_RagTag	397	2960975
scaffold_group001	VYXG01016093.1_RagTag	392	2961367
scaffold_group001	VYXG01016085.1_RagTag	391	2961758
scaffold_group001	VYXG01005304.1_RagTag	386	2962144
scaffold_group001	VYXG01016044.1_RagTag	386	2962530
scaffold_group001	VYXG01009686.1_RagTag	381	2962911
scaffold_group001	VYXG01015988.1_RagTag	379	2963290
scaffold_group001	VYXG01008059.1_RagTag	375	2963665
scaffold_group001	VYXG01015955.1_RagTag	374	2964039
scaffold_group001	VYXG01005232.1_RagTag	368	2964407
scaffold_group001	VYXG01005523.1_RagTag	366	2964773
scaffold_group001	VYXG01004815.1_RagTag	365	2965138
scaffold_group001	VYXG01015822.1_RagTag	359	2965497
scaffold_group001	VYXG01015812.1_RagTag	357	2965854
scaffold_group001	VYXG01015765.1_RagTag	352	2966206
scaffold_group001	VYXG01015753.1_RagTag	351	2966557
scaffold_group001	VYXG01011903.1_RagTag	345	2966902
scaffold_group001	VYXG01015710.1_RagTag	345	2967247
scaffold_group001	VYXG01015631.1_RagTag	337	2967584
scaffold_group001	VYXG01015635.1_RagTag	337	2967921
scaffold_group001	VYXG01015566.1_RagTag	329	2968250
scaffold_group001	VYXG01015549.1_RagTag	327	2968577
scaffold_group001	VYXG01015524.1_RagTag	324	2968901
scaffold_group001	VYXG01015454.1_RagTag	318	2969219
scaffold_group001	ScTjWWh_2639-HRSCAF-4164_RagTag	317	2969536
scaffold_group001	VYXG01011711.1_RagTag	314	2969850
scaffold_group001	VYXG01015367.1_RagTag	310	2970160
scaffold_group001	VYXG01015348.1_RagTag	308	2970468
scaffold_group001	VYXG01015288.1_RagTag	303	2970771
scaffold_group001	VYXG01015285.1_RagTag	302	2971073
scaffold_group001	VYXG01015201.1_RagTag	295	2971368
scaffold_group001	VYXG01015187.1_RagTag	294	2971662
scaffold_group001	VYXG01015119.1_RagTag	289	2971951
scaffold_group001	VYXG01015131.1_RagTag	289	2972240
scaffold_group001	VYXG01015061.1_RagTag	284	2972524
scaffold_group001	VYXG01015039.1_RagTag	282	2972806
scaffold_group001	VYXG01014975.1_RagTag	278	2973084
scaffold_group001	VYXG01014970.1_RagTag	277	2973361
scaffold_group001	VYXG01014882.1_RagTag	272	2973633
scaffold_group001	VYXG01014893.1_RagTag	272	2973905
scaffold_group001	ScTjWWh_3159-HRSCAF-4949_RagTag	265	2974170
scaffold_group001	VYXG01014802.1_RagTag	265	2974435
scaffold_group001	VYXG01014746.1_RagTag	261	2974696
scaffold_group001	VYXG01014695.1_RagTag	259	2974955
scaffold_group001	VYXG01014683.1_RagTag	258	2975213
scaffold_group001	VYXG01014625.1_RagTag	255	2975468
scaffold_group001	VYXG01014608.1_RagTag	254	2975722
scaffold_group001	VYXG01014560.1_RagTag	252	2975974
scaffold_group001	VYXG01014502.1_RagTag	250	2976224
scaffold_group001	VYXG01014481.1_RagTag	249	2976473
scaffold_group001	VYXG01014415.1_RagTag	246	2976719
scaffold_group001	VYXG01014435.1_RagTag	246	2976965
scaffold_group001	VYXG01014326.1_RagTag	242	2977207
scaffold_group001	VYXG01014335.1_RagTag	242	2977449
scaffold_group001	VYXG01014261.1_RagTag	239	2977688
scaffold_group001	VYXG01014233.1_RagTag	238	2977926
scaffold_group001	VYXG01014191.1_RagTag	236	2978162
scaffold_group001	VYXG01014133.1_RagTag	234	2978396
scaffold_group001	VYXG01014095.1_RagTag	233	2978629
scaffold_group001	VYXG01014066.1_RagTag	232	2978861
scaffold_group001	VYXG01014060.1_RagTag	231	2979092
scaffold_group001	VYXG01013962.1_RagTag	228	2979320
scaffold_group001	VYXG01013975.1_RagTag	228	2979548
scaffold_group001	VYXG01013907.1_RagTag	226	2979774
scaffold_group001	VYXG01013887.1_RagTag	225	2979999
scaffold_group001	VYXG01013840.1_RagTag	223	2980222
scaffold_group001	VYXG01013742.1_RagTag	221	2980443
scaffold_group001	VYXG01013760.1_RagTag	221	2980664
scaffold_group001	VYXG01013726.1_RagTag	220	2980884
scaffold_group001	VYXG01013682.1_RagTag	218	2981102
scaffold_group001	VYXG01013592.1_RagTag	216	2981318
scaffold_group001	VYXG01013608.1_RagTag	216	2981534
scaffold_group001	VYXG01013583.1_RagTag	215	2981749
scaffold_group001	VYXG01013510.1_RagTag	213	2981962
scaffold_group001	VYXG01013460.1_RagTag	212	2982174
scaffold_group001	VYXG01013495.1_RagTag	212	2982386
scaffold_group001	VYXG01013399.1_RagTag	210	2982596
scaffold_group001	VYXG01013356.1_RagTag	209	2982805
scaffold_group001	ScTjWWh_1745-HRSCAF-2783_RagTag	208	2983013
scaffold_group001	VYXG01013332.1_RagTag	208	2983221
scaffold_group001	VYXG01013271.1_RagTag	206	2983427
scaffold_group001	VYXG01013240.1_RagTag	205	2983632
scaffold_group001	VYXG01013204.1_RagTag	204	2983836
scaffold_group001	ScTjWWh_2469-HRSCAF-3898_RagTag	202	2984038
scaffold_group001	VYXG01013090.1_RagTag	202	2984240
scaffold_group001	VYXG01013129.1_RagTag	202	2984442
scaffold_group001	VYXG01013009.1_RagTag	200	2984642
scaffold_group001	VYXG01013028.1_RagTag	200	2984842
scaffold_group002	VYXG01007809.1_RagTag	679853	679853
scaffold_group002	VYXG01005761.1_RagTag	230056	909909
scaffold_group002	VYXG01001693.1_RagTag	197479	1107388
scaffold_group002	VYXG01003363.1_RagTag	174086	1281474
scaffold_group002	VYXG01002182.1_RagTag	145867	1427341
scaffold_group002	VYXG01010480.1_RagTag	135663	1563004
scaffold_group002	VYXG01001675.1_RagTag	116677	1679681
scaffold_group002	VYXG01003772.1_RagTag	108038	1787719
scaffold_group002	VYXG01004149.1_RagTag	85046	1872765
scaffold_group002	VYXG01002169.1_RagTag	82530	1955295
scaffold_group002	VYXG01009590.1_RagTag	64562	2019857
scaffold_group002	VYXG01000412.1_RagTag	61033	2080890
scaffold_group002	VYXG01007387.1_RagTag	48195	2129085
scaffold_group002	ScTjWWh_2985-HRSCAF-4682_RagTag	43350	2172435
scaffold_group002	VYXG01001503.1_RagTag	37775	2210210
scaffold_group002	VYXG01007492.1_RagTag	33683	2243893
scaffold_group002	ScTjWWh_2507-HRSCAF-3958_RagTag	29982	2273875
scaffold_group002	ScTjWWh_1049-HRSCAF-1720_RagTag	24781	2298656
scaffold_group002	VYXG01000366.1_RagTag	22227	2320883
scaffold_group002	VYXG01008562.1_RagTag	20949	2341832
scaffold_group002	VYXG01010585.1_RagTag	17947	2359779
scaffold_group002	ScTjWWh_2812-HRSCAF-4432_RagTag	17142	2376921
scaffold_group002	VYXG01002659.1_RagTag	15479	2392400
scaffold_group002	VYXG01004306.1_RagTag	14572	2406972
scaffold_group002	ScTjWWh_2196-HRSCAF-3490_RagTag	12983	2419955
scaffold_group002	ScTjWWh_1449-HRSCAF-2326_RagTag	12344	2432299
scaffold_group002	VYXG01002934.1_RagTag	11950	2444249
scaffold_group002	ScTjWWh_633-HRSCAF-1034_RagTag	11202	2455451
scaffold_group002	VYXG01005389.1_RagTag	10566	2466017
scaffold_group002	VYXG01010498.1_RagTag	10202	2476219
scaffold_group002	VYXG01009356.1_RagTag	9446	2485665
scaffold_group002	ScTjWWh_1413-HRSCAF-2273_RagTag	9183	2494848
scaffold_group002	ScTjWWh_2247-HRSCAF-3563_RagTag	8675	2503523
scaffold_group002	ScTjWWh_3246-HRSCAF-5082_RagTag	8316	2511839
scaffold_group002	VYXG01007716.1_RagTag	8291	2520130
scaffold_group002	VYXG01003552.1_RagTag	7719	2527849
scaffold_group002	VYXG01010048.1_RagTag	7696	2535545
