id	scatter_idx	chrom	start	end	scatter_length
scaffold_group001	scat_0001	ScTjWWh_682-HRSCAF-1113_RagTag	1	5568	2984842
scaffold_group001	scat_0001	VYXG01002765.1_RagTag	1	5365	2984842
scaffold_group001	scat_0001	VYXG01002687.1_RagTag	1	5217	2984842
scaffold_group001	scat_0001	VYXG01002952.1_RagTag	1	5105	2984842
scaffold_group001	scat_0001	VYXG01003773.1_RagTag	1	4918	2984842
scaffold_group001	scat_0001	VYXG01009841.1_RagTag	1	4834	2984842
scaffold_group001	scat_0001	VYXG01009503.1_RagTag	1	4698	2984842
scaffold_group001	scat_0001	VYXG01007502.1_RagTag	1	4616	2984842
scaffold_group001	scat_0001	VYXG01002360.1_RagTag	1	4429	2984842
scaffold_group001	scat_0001	VYXG01002951.1_RagTag	1	4402	2984842
scaffold_group001	scat_0001	ScTjWWh_1085-HRSCAF-1770_RagTag	1	4235	2984842
scaffold_group001	scat_0001	VYXG01006273.1_RagTag	1	4128	2984842
scaffold_group001	scat_0001	VYXG01002795.1_RagTag	1	4043	2984842
scaffold_group001	scat_0001	VYXG01004786.1_RagTag	1	3920	2984842
scaffold_group001	scat_0001	VYXG01007938.1_RagTag	1	3830	2984842
scaffold_group001	scat_0001	VYXG01005369.1_RagTag	1	3753	2984842
scaffold_group001	scat_0001	ScTjWWh_2300-HRSCAF-3643_RagTag	1	3665	2984842
scaffold_group001	scat_0001	VYXG01009703.1_RagTag	1	3546	2984842
scaffold_group001	scat_0001	ScTjWWh_3472-HRSCAF-5435_RagTag	1	3428	2984842
scaffold_group001	scat_0001	VYXG01018103.1_RagTag	1	3424	2984842
scaffold_group001	scat_0001	ScTjWWh_1437-HRSCAF-2310_RagTag	1	3321	2984842
scaffold_group001	scat_0001	VYXG01007644.1_RagTag	1	3272	2984842
scaffold_group001	scat_0001	ScTjWWh_3263-HRSCAF-5108_RagTag	1	3167	2984842
scaffold_group001	scat_0001	VYXG01007379.1_RagTag	1	3135	2984842
scaffold_group001	scat_0001	VYXG01009855.1_RagTag	1	3045	2984842
scaffold_group001	scat_0001	VYXG01003274.1_RagTag	1	3023	2984842
scaffold_group001	scat_0001	VYXG01002999.1_RagTag	1	2956	2984842
scaffold_group001	scat_0001	VYXG01008161.1_RagTag	1	2898	2984842
scaffold_group001	scat_0001	VYXG01006161.1_RagTag	1	2845	2984842
scaffold_group001	scat_0001	VYXG01002832.1_RagTag	1	2793	2984842
scaffold_group001	scat_0001	VYXG01008528.1_RagTag	1	2750	2984842
scaffold_group001	scat_0001	VYXG01006393.1_RagTag	1	2711	2984842
scaffold_group001	scat_0001	VYXG01002636.1_RagTag	1	2670	2984842
scaffold_group001	scat_0001	VYXG01002272.1_RagTag	1	2636	2984842
scaffold_group001	scat_0001	VYXG01011759.1_RagTag	1	2606	2984842
scaffold_group001	scat_0001	VYXG01012202.1_RagTag	1	2540	2984842
scaffold_group001	scat_0001	VYXG01009559.1_RagTag	1	2502	2984842
scaffold_group001	scat_0001	VYXG01010472.1_RagTag	1	2499	2984842
scaffold_group001	scat_0001	VYXG01000586.1_RagTag	1	2430	2984842
scaffold_group001	scat_0001	ScTjWWh_3335-HRSCAF-5234_RagTag	1	2429	2984842
scaffold_group001	scat_0001	VYXG01012020.1_RagTag	1	2374	2984842
scaffold_group001	scat_0001	VYXG01000845.1_RagTag	1	2356	2984842
scaffold_group001	scat_0001	ScTjWWh_2640-HRSCAF-4165_RagTag	1	2313	2984842
scaffold_group001	scat_0001	VYXG01010157.1_RagTag	1	2303	2984842
scaffold_group001	scat_0001	ScTjWWh_3199-HRSCAF-5006_RagTag	1	2233	2984842
scaffold_group001	scat_0001	VYXG01007969.1_RagTag	1	2233	2984842
scaffold_group001	scat_0001	VYXG01000018.1_RagTag	1	2187	2984842
scaffold_group001	scat_0001	ScTjWWh_90-HRSCAF-160_RagTag	1	2163	2984842
scaffold_group001	scat_0001	ScTjWWh_2096-HRSCAF-3308_RagTag	1	2120	2984842
scaffold_group001	scat_0001	VYXG01008414.1_RagTag	1	2102	2984842
scaffold_group001	scat_0001	VYXG01003522.1_RagTag	1	2057	2984842
scaffold_group001	scat_0001	VYXG01006829.1_RagTag	1	2042	2984842
scaffold_group001	scat_0001	VYXG01010139.1_RagTag	1	1984	2984842
scaffold_group001	scat_0001	VYXG01002180.1_RagTag	1	1977	2984842
scaffold_group001	scat_0001	VYXG01008823.1_RagTag	1	1919	2984842
scaffold_group001	scat_0001	VYXG01017993.1_RagTag	1	1913	2984842
scaffold_group001	scat_0001	VYXG01001998.1_RagTag	1	1871	2984842
scaffold_group001	scat_0001	VYXG01010369.1_RagTag	1	1859	2984842
scaffold_group001	scat_0001	VYXG01004339.1_RagTag	1	1808	2984842
scaffold_group001	scat_0001	VYXG01009345.1_RagTag	1	1802	2984842
scaffold_group001	scat_0001	ScTjWWh_1393-HRSCAF-2235_RagTag	1	1768	2984842
scaffold_group001	scat_0001	ScTjWWh_1696-HRSCAF-2705_RagTag	1	1743	2984842
scaffold_group001	scat_0001	VYXG01011494.1_RagTag	1	1708	2984842
scaffold_group001	scat_0001	ScTjWWh_1232-HRSCAF-2000_RagTag	1	1684	2984842
scaffold_group001	scat_0001	VYXG01005107.1_RagTag	1	1668	2984842
scaffold_group001	scat_0001	VYXG01002846.1_RagTag	1	1643	2984842
scaffold_group001	scat_0001	VYXG01008219.1_RagTag	1	1628	2984842
scaffold_group001	scat_0001	VYXG01001860.1_RagTag	1	1602	2984842
scaffold_group001	scat_0001	VYXG01007967.1_RagTag	1	1591	2984842
scaffold_group001	scat_0001	ScTjWWh_1626-HRSCAF-2594_RagTag	1	1559	2984842
scaffold_group001	scat_0001	ScTjWWh_509-HRSCAF-849_RagTag	1	1555	2984842
scaffold_group001	scat_0001	VYXG01005992.1_RagTag	1	1525	2984842
scaffold_group001	scat_0001	VYXG01003450.1_RagTag	1	1518	2984842
scaffold_group001	scat_0001	VYXG01017919.1_RagTag	1	1487	2984842
scaffold_group001	scat_0001	VYXG01006126.1_RagTag	1	1479	2984842
scaffold_group001	scat_0001	VYXG01017905.1_RagTag	1	1449	2984842
scaffold_group001	scat_0001	VYXG01000382.1_RagTag	1	1440	2984842
scaffold_group001	scat_0001	VYXG01011617.1_RagTag	1	1422	2984842
scaffold_group001	scat_0001	VYXG01003117.1_RagTag	1	1412	2984842
scaffold_group001	scat_0001	VYXG01012074.1_RagTag	1	1399	2984842
scaffold_group001	scat_0001	VYXG01004426.1_RagTag	1	1387	2984842
scaffold_group001	scat_0001	ScTjWWh_2324-HRSCAF-3683_RagTag	1	1373	2984842
scaffold_group001	scat_0001	VYXG01001542.1_RagTag	1	1355	2984842
scaffold_group001	scat_0001	VYXG01004383.1_RagTag	1	1347	2984842
scaffold_group001	scat_0001	VYXG01011082.1_RagTag	1	1326	2984842
scaffold_group001	scat_0001	VYXG01003599.1_RagTag	1	1320	2984842
scaffold_group001	scat_0001	VYXG01009112.1_RagTag	1	1307	2984842
scaffold_group001	scat_0001	VYXG01002273.1_RagTag	1	1296	2984842
scaffold_group001	scat_0001	VYXG01017827.1_RagTag	1	1287	2984842
scaffold_group001	scat_0001	VYXG01005032.1_RagTag	1	1266	2984842
scaffold_group001	scat_0001	VYXG01011526.1_RagTag	1	1257	2984842
scaffold_group001	scat_0001	ScTjWWh_317-HRSCAF-541_RagTag	1	1246	2984842
scaffold_group001	scat_0001	VYXG01012873.1_RagTag	1	1234	2984842
scaffold_group001	scat_0001	ScTjWWh_1035-HRSCAF-1701_RagTag	1	1218	2984842
scaffold_group001	scat_0001	VYXG01008483.1_RagTag	1	1214	2984842
scaffold_group001	scat_0001	VYXG01003989.1_RagTag	1	1195	2984842
scaffold_group001	scat_0001	VYXG01007167.1_RagTag	1	1194	2984842
scaffold_group001	scat_0001	VYXG01001931.1_RagTag	1	1180	2984842
scaffold_group001	scat_0001	VYXG01005339.1_RagTag	1	1174	2984842
scaffold_group001	scat_0001	VYXG01000138.1_RagTag	1	1161	2984842
scaffold_group001	scat_0001	VYXG01012328.1_RagTag	1	1157	2984842
scaffold_group001	scat_0001	VYXG01009565.1_RagTag	1	1149	2984842
scaffold_group001	scat_0001	VYXG01012760.1_RagTag	1	1138	2984842
scaffold_group001	scat_0001	VYXG01017749.1_RagTag	1	1131	2984842
scaffold_group001	scat_0001	VYXG01007846.1_RagTag	1	1119	2984842
scaffold_group001	scat_0001	VYXG01007450.1_RagTag	1	1112	2984842
scaffold_group001	scat_0001	VYXG01012065.1_RagTag	1	1101	2984842
scaffold_group001	scat_0001	VYXG01008103.1_RagTag	1	1092	2984842
scaffold_group001	scat_0001	ScTjWWh_891-HRSCAF-1452_RagTag	1	1089	2984842
scaffold_group001	scat_0001	VYXG01011841.1_RagTag	1	1076	2984842
scaffold_group001	scat_0001	VYXG01011161.1_RagTag	1	1072	2984842
scaffold_group001	scat_0001	VYXG01000184.1_RagTag	1	1061	2984842
scaffold_group001	scat_0001	VYXG01006492.1_RagTag	1	1057	2984842
scaffold_group001	scat_0001	VYXG01000398.1_RagTag	1	1042	2984842
scaffold_group001	scat_0001	VYXG01006971.1_RagTag	1	1040	2984842
scaffold_group001	scat_0001	VYXG01012835.1_RagTag	1	1035	2984842
scaffold_group001	scat_0001	VYXG01004415.1_RagTag	1	1019	2984842
scaffold_group001	scat_0001	VYXG01008198.1_RagTag	1	1019	2984842
scaffold_group001	scat_0001	VYXG01004071.1_RagTag	1	1005	2984842
scaffold_group001	scat_0001	VYXG01011321.1_RagTag	1	1003	2984842
scaffold_group001	scat_0001	VYXG01005736.1_RagTag	1	990	2984842
scaffold_group001	scat_0001	VYXG01005874.1_RagTag	1	986	2984842
scaffold_group001	scat_0001	VYXG01008422.1_RagTag	1	970	2984842
scaffold_group001	scat_0001	VYXG01008497.1_RagTag	1	963	2984842
scaffold_group001	scat_0001	VYXG01008498.1_RagTag	1	958	2984842
scaffold_group001	scat_0001	VYXG01007569.1_RagTag	1	950	2984842
scaffold_group001	scat_0001	VYXG01007267.1_RagTag	1	942	2984842
scaffold_group001	scat_0001	ScTjWWh_991-HRSCAF-1621_RagTag	1	934	2984842
scaffold_group001	scat_0001	VYXG01007680.1_RagTag	1	929	2984842
scaffold_group001	scat_0001	VYXG01010409.1_RagTag	1	922	2984842
scaffold_group001	scat_0001	VYXG01011737.1_RagTag	1	918	2984842
scaffold_group001	scat_0001	VYXG01004737.1_RagTag	1	910	2984842
scaffold_group001	scat_0001	VYXG01008620.1_RagTag	1	904	2984842
scaffold_group001	scat_0001	VYXG01012162.1_RagTag	1	893	2984842
scaffold_group001	scat_0001	VYXG01011332.1_RagTag	1	888	2984842
scaffold_group001	scat_0001	VYXG01008742.1_RagTag	1	882	2984842
scaffold_group001	scat_0001	VYXG01009236.1_RagTag	1	878	2984842
scaffold_group001	scat_0001	ScTjWWh_3481-HRSCAF-5448_RagTag	1	872	2984842
scaffold_group001	scat_0001	ScTjWWh_3010-HRSCAF-4715_RagTag	1	870	2984842
scaffold_group001	scat_0001	VYXG01012955.1_RagTag	1	862	2984842
scaffold_group001	scat_0001	VYXG01005070.1_RagTag	1	856	2984842
scaffold_group001	scat_0001	VYXG01004927.1_RagTag	1	855	2984842
scaffold_group001	scat_0001	VYXG01010162.1_RagTag	1	847	2984842
scaffold_group001	scat_0001	VYXG01010470.1_RagTag	1	843	2984842
scaffold_group001	scat_0001	VYXG01009445.1_RagTag	1	839	2984842
scaffold_group001	scat_0001	VYXG01001114.1_RagTag	1	836	2984842
scaffold_group001	scat_0001	ScTjWWh_47-HRSCAF-87_RagTag	1	831	2984842
scaffold_group001	scat_0001	VYXG01007278.1_RagTag	1	830	2984842
scaffold_group001	scat_0001	VYXG01010642.1_RagTag	1	824	2984842
scaffold_group001	scat_0001	VYXG01011183.1_RagTag	1	821	2984842
scaffold_group001	scat_0001	ScTjWWh_1747-HRSCAF-2785_RagTag	1	816	2984842
scaffold_group001	scat_0001	VYXG01009077.1_RagTag	1	815	2984842
scaffold_group001	scat_0001	VYXG01004385.1_RagTag	1	809	2984842
scaffold_group001	scat_0001	VYXG01006949.1_RagTag	1	807	2984842
scaffold_group001	scat_0001	VYXG01003591.1_RagTag	1	800	2984842
scaffold_group001	scat_0001	VYXG01001549.1_RagTag	1	797	2984842
scaffold_group001	scat_0001	VYXG01002950.1_RagTag	1	793	2984842
scaffold_group001	scat_0001	VYXG01009765.1_RagTag	1	792	2984842
scaffold_group001	scat_0001	VYXG01007132.1_RagTag	1	787	2984842
scaffold_group001	scat_0001	VYXG01008418.1_RagTag	1	784	2984842
scaffold_group001	scat_0001	VYXG01017411.1_RagTag	1	781	2984842
scaffold_group001	scat_0001	VYXG01008775.1_RagTag	1	776	2984842
scaffold_group001	scat_0001	VYXG01017400.1_RagTag	1	774	2984842
scaffold_group001	scat_0001	VYXG01005233.1_RagTag	1	768	2984842
scaffold_group001	scat_0001	VYXG01000227.1_RagTag	1	767	2984842
scaffold_group001	scat_0001	VYXG01012923.1_RagTag	1	763	2984842
scaffold_group001	scat_0001	VYXG01002849.1_RagTag	1	757	2984842
scaffold_group001	scat_0001	VYXG01002487.1_RagTag	1	754	2984842
scaffold_group001	scat_0001	VYXG01008094.1_RagTag	1	751	2984842
scaffold_group001	scat_0001	VYXG01012737.1_RagTag	1	746	2984842
scaffold_group001	scat_0001	VYXG01004159.1_RagTag	1	742	2984842
scaffold_group001	scat_0001	VYXG01010455.1_RagTag	1	741	2984842
scaffold_group001	scat_0001	VYXG01011657.1_RagTag	1	736	2984842
scaffold_group001	scat_0001	VYXG01010088.1_RagTag	1	734	2984842
scaffold_group001	scat_0001	VYXG01011667.1_RagTag	1	729	2984842
scaffold_group001	scat_0001	VYXG01011330.1_RagTag	1	727	2984842
scaffold_group001	scat_0001	VYXG01005046.1_RagTag	1	722	2984842
scaffold_group001	scat_0001	VYXG01010296.1_RagTag	1	718	2984842
scaffold_group001	scat_0001	ScTjWWh_897-HRSCAF-1463_RagTag	1	713	2984842
scaffold_group001	scat_0001	VYXG01012913.1_RagTag	1	710	2984842
scaffold_group001	scat_0001	VYXG01010746.1_RagTag	1	701	2984842
scaffold_group001	scat_0001	VYXG01007235.1_RagTag	1	700	2984842
scaffold_group001	scat_0001	VYXG01012655.1_RagTag	1	697	2984842
scaffold_group001	scat_0001	VYXG01005709.1_RagTag	1	688	2984842
scaffold_group001	scat_0001	VYXG01017247.1_RagTag	1	688	2984842
scaffold_group001	scat_0001	VYXG01010269.1_RagTag	1	681	2984842
scaffold_group001	scat_0001	VYXG01003759.1_RagTag	1	678	2984842
scaffold_group001	scat_0001	VYXG01008323.1_RagTag	1	674	2984842
scaffold_group001	scat_0001	VYXG01002248.1_RagTag	1	667	2984842
scaffold_group001	scat_0001	ScTjWWh_2546-HRSCAF-4022_RagTag	1	660	2984842
scaffold_group001	scat_0001	VYXG01006552.1_RagTag	1	658	2984842
scaffold_group001	scat_0001	VYXG01003908.1_RagTag	1	650	2984842
scaffold_group001	scat_0001	VYXG01008584.1_RagTag	1	648	2984842
scaffold_group001	scat_0001	VYXG01006966.1_RagTag	1	644	2984842
scaffold_group001	scat_0001	VYXG01003024.1_RagTag	1	638	2984842
scaffold_group001	scat_0001	VYXG01000359.1_RagTag	1	633	2984842
scaffold_group001	scat_0001	VYXG01011508.1_RagTag	1	627	2984842
scaffold_group001	scat_0001	VYXG01007464.1_RagTag	1	622	2984842
scaffold_group001	scat_0001	VYXG01003129.1_RagTag	1	618	2984842
scaffold_group001	scat_0001	VYXG01017070.1_RagTag	1	613	2984842
scaffold_group001	scat_0001	VYXG01010337.1_RagTag	1	608	2984842
scaffold_group001	scat_0001	VYXG01000627.1_RagTag	1	606	2984842
scaffold_group001	scat_0001	ScTjWWh_292-HRSCAF-505_RagTag	1	598	2984842
scaffold_group001	scat_0001	VYXG01010013.1_RagTag	1	597	2984842
scaffold_group001	scat_0001	VYXG01012786.1_RagTag	1	589	2984842
scaffold_group001	scat_0001	VYXG01016989.1_RagTag	1	588	2984842
scaffold_group001	scat_0001	VYXG01011300.1_RagTag	1	580	2984842
scaffold_group001	scat_0001	VYXG01012814.1_RagTag	1	579	2984842
scaffold_group001	scat_0001	VYXG01008181.1_RagTag	1	572	2984842
scaffold_group001	scat_0001	VYXG01009410.1_RagTag	1	571	2984842
scaffold_group001	scat_0001	VYXG01012211.1_RagTag	1	564	2984842
